Item,Address,Latitude,Longitude
3815,"1500 S 336TH ST, #16, FEDERAL WAY, WA 98003, USA",,
3816,"5611 UNIVERSITY WAY NE, SEATTLE, WA 98105, USA",47.669801,-122.3132234
3817,"7320 GREENWOOD AVE N, SEATTLE, WA 98103, USA",47.6824348,-122.3551067
3818,"3700 E MERCER WAY, MERCER ISLAND, WA 98040, USA",47.5768209,-122.2038073
3819,"4610 Village CT NE, Seattle, WA 98105, USA",47.6620094,-122.299155
3820,"700 110th AVE NE, 192, BELLEVUE, WA 98004, USA",,
3821,"4106 BROOKLYN AVE NE, Seattle, WA 98105, USA",47.6571233,-122.3141435
3822,"1372 31ST AVE S, SEATTLE, WA 98144, USA",47.5904939,-122.2921385
3823,"910 John ST, 100, SEATTLE, WA 98109, USA",,
3824,"529 PARK AVE N, RENTON, WA 98057, USA",47.4913082,-122.2024856
3825,"202 BROADWAY E, SEATTLE, WA 98102, USA",47.6201028,-122.3206563
3826,"1410 34TH AVE, SEATTLE, WA 98122, USA",47.6132884,-122.2891431
3827,"440 16TH AVE NE, AUBURN, WA 98002, USA",,
3828,"1215 AUBURN WAY N, AUBURN, WA 98002, USA",47.3189159,-122.2223082
3829,"15228 NE 173RD ST, WOODINVILLE, WA 98072, USA",47.752816,-122.1363867
3830,"1005 BOREN AVE, SEATTLE, WA 98104, USA",47.6094367,-122.3254463
3831,"2621 NE SUNSET BLVD, RENTON, WA 98056, USA",47.4985008,-122.1824558
3832,"14056 GREENWOOD AVE N, SEATTLE, WA 98133, USA",47.7319592,-122.355101
3833,"15022 NE BELLEVUE REDMOND RD, Bellevue, WA 98007, USA",47.6275854,-122.1396116
3834,"4013 LEARY WAY NW, Seattle, WA 98107, USA",47.6562639,-122.3626785
3835,"15027 BEL RED RD, BELLEVUE, WA 98007, USA",47.6257794,-122.1402849
3836,"7789 HIGHLAND PARK WAY SW, SEATTLE, WA 98106, USA",47.5321137,-122.347104
3837,"1012 SW TRENTON ST, SEATTLE, WA 98106, USA",47.525614,-122.3486763
3838,"21449 PACIFIC HWY S, DES MOINES, WA 98198, USA",47.4087585,-122.2986649
3839,"100 N 160TH ST, SHORELINE, WA 98133, USA",47.7456954,-122.3591143
3840,"2720 NE 7TH ST, Renton, WA 98056, USA",47.4955445,-122.1823525
3841,"1190-B SUNSET BLVD NE, Renton, WA 98056, USA",47.4911462,-122.1905251
3842,"927 NE PARK DR, ISSAQUAH, WA 98029, USA",47.5431428,-122.018634
3843,"225 S 152ND ST, Seattle, WA 98148, USA",,
3844,"11427 3RD ST S, Seattle, WA 98168, USA",,
3845,"400 S 156TH ST, BURIEN, WA 98148, USA",47.4645918,-122.3292645
3846,"11460 WOLVERINE WAY, SEATTLE, WA 98146, USA",,
3847,"4505 39TH AVE SW, Seattle, WA 98116, USA",47.5623324,-122.3818936
3848,"25656 102ND PL SE, KENT, WA 98030, USA",47.3710847,-122.2039127
3849,"5303 RAINIER AVE S, SEATTLE, WA 98118, USA",47.5536406,-122.2805787
3850,"2129 QUEEN ANNE AVE N, Seattle, WA 98109, USA",47.6380526,-122.3571107
3851,"800 SENECA ST, 101, SEATTLE, WA 98101, USA",,
3852,"10010 MAIN ST, Bothell, WA 98011, USA",47.7602724,-122.2069386
3853,"4745 17TH AVE NE, Seattle, WA 98105, USA",47.6639045,-122.3093684
3854,"1843 NW RICHMOND BEACH RD, SHORELINE, WA 98177, USA",47.7701689,-122.3770983
3855,"1520 E OLIVE WAY, SEATTLE, WA 98122, USA",47.6183009,-122.3259852
3856,"12250 24TH AVE S, Seattle, WA 98168, USA",47.5432924,-122.3029695
3857,"1075 DUVALL AVE NE, RENTON, WA 98059, USA",47.5010876,-122.157431
3858,"2701 BEACON AVE S, Seattle, WA 98144, USA",47.5790532,-122.3129176
3859,"300 112TH AVE SE, Bellevue, WA 98004, USA",47.6069297,-122.1906495
3860,"3056 S 188TH ST, SEATAC, WA 98188, USA",47.4350548,-122.2929915
3861,"1800 NW GILMAN BLVD, ISSAQUAH, WA 98027, USA",47.546221,-122.0647698
3862,"16630 REDMOND WAY, REDMOND, WA 98052, USA",47.6734399,-122.1185966
3863,"10777 NE 10TH ST, BELLEVUE, WA 98004, USA",47.6187855,-122.1968714
3864,"1801 E VALLEY RD, RENTON, WA 98057, USA",47.4631345,-122.2194827
3865,"307 W Meeker ST, KENT, WA 98032, USA",47.3817553,-122.2352453
3866,"411 108TH AVE NE, BELLEVUE, WA 98004, USA",47.6141268,-122.1966928
3867,"2510 6TH AVE, SEATTLE, WA 98121, USA",47.618257,-122.3445613
3868,"3010 ISSAQUAH-PINE LAKE RD SE, SAMMAMISH, WA 98075, USA",47.5833702,-122.034163
3869,"22350 NE MARKET PLACE DR, 112, REDMOND, WA 98053, USA",,
3870,"22125 SE 237TH ST, MAPLE VALLEY, WA 98038, USA",47.3881229,-122.046006
3871,"7903 CENTER BLVD SE, SNOQUALMIE, WA 98065, USA",47.5297006,-121.8729045
3872,"10216 SE 256TH ST, 110, KENT, WA 98030, USA",,
3873,"2521 15TH AVE S, SEATTLE, WA 98144, USA",47.5804338,-122.3136133
3874,"4712 11TH AVE NE, SEATTLE, WA 98105, USA",47.6635702,-122.3161747
3875,"1451 NW 46th ST, SEATTLE, WA 98107, USA",47.6618796,-122.375609
3876,"17641 GARDEN WAY NE, WOODINVILLE, WA 98072, USA",47.7553927,-122.1569602
3877,"2749 CALIFORNIA AVE SW, Seattle, WA 98116, USA",47.5774568,-122.387086
3878,"1320 4TH AVE, SEATTLE, WA 98101, USA",47.6090875,-122.3352648
3879,"1810 12TH AVE NW, ISSAQUAH, WA 98027, USA",47.5513272,-122.0551648
3880,"430 KIRKLAND WAY, Kirkland, WA 98033, USA",47.6757093,-122.2000589
3881,"2215 SW 356TH ST, Federal Way, WA 98023, USA",47.2824285,-122.362586
3882,"2917 1ST AVE S, SEATTLE, WA 98134, USA",47.5771288,-122.3344657
3883,"951 NW Ballard WAY, SEATTLE, WA 98107, USA",47.662605,-122.3703771
3884,"951 NW Ballard WAY, Seattle, WA 98107, USA",47.662605,-122.3703771
3885,"4223 UNIVERSITY WAY NE, SEATTLE, WA 98105, USA",47.6590369,-122.3133669
3886,"1601 2ND AVE, 100, SEATTLE, WA 98101, USA",47.6103433,-122.3401563
3887,"19002 13TH PL S, 3, SEATAC, WA 98148, USA",,
3888," SEA-TAC AIRPORT, ConA, SEA TAC, WA 98158, USA",,
3889,"2841 S 188TH ST, SEATAC, WA 98188, USA",47.4341552,-122.2958679
3890,"10216 SE 256TH ST, 106, KENT, WA 98030, USA",,
3891,"7119 M L KING JR WAY S, Seattle, WA 98118, USA",,
3892,"20250 276TH AVE SE, HOBART, WA 98038, USA",47.4199223,-121.9726807
3893,"447 SW 153RD ST, Seattle, WA 98166, USA",,
3894,"16175 Cleveland ST, #107, REDMOND, WA 98052, USA",,
3895,"103 BELLEVUE WAY NE, STE 3, BELLEVUE, WA 98004, USA",,
3896,"2626 NE VILLAGE LN, SEATTLE, WA 98105, USA",47.6624128,-122.298902
3897,"215 JAMES ST, SEATTLE, WA 98104, USA",47.6024738,-122.3318467
3898,"507 C ST SW, AUBURN, WA 98001, USA",47.302487,-122.2330255
3899,"32124 25TH AVE S, Federal Way, WA 98003, USA",47.3138471,-122.3010253
3900,"211 DEXTER AVE N, Seattle, WA 98109, USA",47.6203256,-122.3428024
3901,"90 ANDOVER PARK E, TUKWILA, WA 98188, USA",47.4613351,-122.2494797
3902,"19621 INTERNATIONAL BLVD, SEA TAC, WA 98188, USA",,
3903,"17110 148TH AVE NE, Woodinville, WA 98072, USA",47.7517907,-122.1392922
3904,"14508 WOODINVILLE-REDMOND RD NE, WOODINVILLE, WA 98072, USA",47.7331816,-122.1528598
3905,"9796 HOLMAN RD NW, Seattle, WA 98117, USA",47.7011593,-122.3623657
3906,"9615 20TH AVE SW, SEATTLE, WA 98106, USA",47.5169678,-122.3596001
3907,"505 17TH AVE SE, Auburn, WA 98002, USA",,
3908,"7300 120TH AVE NE, Kirkland, WA 98033, USA",47.6706909,-122.1808437
3909,"8516 GREENWOOD AVE N, Seattle, WA 98103, USA",47.6908745,-122.3551243
3910,"7009 GREENWOOD AVE N, SEATTLE, WA 98103, USA",47.6796784,-122.3557852
3911,"1421 ELLIOTT AVE W, SEATTLE, WA 98119, USA",47.6308277,-122.3745615
3912,"728 21ST AVE E, SEATTLE, WA 98112, USA",47.6260756,-122.3041819
3913,"4142 42ND AVE SW, Seattle, WA 98116, USA",47.5653574,-122.3850531
3914,"5000 20th AVE NW, SEATTLE, WA 98107, USA",47.6656029,-122.3819747
3915,"380 UPLAND DR, TUKWILA, WA 98188, USA",47.4480459,-122.2565695
3916,"1005 TERRACE ST, SEATTLE, WA 98104, USA",47.6044645,-122.3218198
3917,"500 MINOR AVE N, SEATTLE, WA 98109, USA",47.62324,-122.332878
3918,"999 3RD AVE, 2, SEATTLE, WA 98104, USA",,
3919,"3016 78TH AVE SE, MERCER ISLAND, WA 98040, USA",47.5834689,-122.2327191
3920,"3013 BEACON AVE S, SEATTLE, WA 98144, USA",47.5766219,-122.3100052
3921,"664 S WELLER ST, SEATTLE, WA 98104, USA",47.5976282,-122.324324
3922,"6955 FORT DENT WAY, TUKWILA, WA 98188, USA",47.4674682,-122.2454829
3923,"206 WESTERN AVE W, SEATTLE, WA 98119, USA",47.6202689,-122.3603609
3924,"2241 148TH AVE NE, Bellevue, WA 98007, USA",47.6306875,-122.1449415
3925,"1901 WESTERN AVE, E, SEATTLE, WA 98101, USA",,
3926,"33427 Pacific HWY S, A, Federal Way, WA 98003, USA",,
3927,"113 SW 153RD ST, BURIEN, WA 98166, USA",47.4657711,-122.3346714
3928,"14339 NE 20TH ST, A, BELLEVUE, WA 98007, USA",47.6275787,-122.1489608
3929,"1640 S 318TH PL, A, FEDERAL WAY, WA 98003, USA",,
3930,"516 MAYNARD AVE S, SEATTLE, WA 98104, USA",47.5978114,-122.324854
3931,"800 UNION AVE NE, Renton, WA 98059, USA",47.4963612,-122.1633128
3932,"4744 University WAY NE, Seattle, WA 98105, USA",47.6644102,-122.3129288
3933,"703 E PIKE ST, Seattle, WA 98122, USA",47.6139483,-122.3231531
3934,"1805 136TH PL NE, 104, BELLEVUE, WA 98005, USA",,
3935,"15001 NE 36TH ST, Redmond, WA 98052, USA",47.6394868,-122.1374785
3936,"507 MAYNARD AVE S, 511C, SEATTLE, WA 98104, USA",,
3937,"13200 AURORA AVE N, F, SEATTLE, WA 98133, USA",47.7245197,-122.3438461
3938,"125 SW 148TH ST, B, BURIEN, WA 98166, USA",47.4698222,-122.3360706
3939,"17650 140TH AVE SE, RENTON, WA 98058, USA",47.444025,-122.1534802
3940,"8517 14TH AVE S, SEATTLE, WA 98108, USA",47.5267289,-122.3151613
3941,"8056 LAKE CITY WAY NE, SEATTLE, WA 98115, USA",47.687579,-122.311858
3942,"504 5TH AVE S, 107A, SEATTLE, WA 98104, USA",47.5980588,-122.3275117
3943,"1721 1ST AVE S, SEATTLE, WA 98134, USA",47.5875626,-122.334481
3944,"5321 NE 4TH ST, RENTON, WA 98059, USA",47.4878761,-122.147814
3945,"17801 INTERNATIONAL BLVD, C Con, SEATAC, WA 98158, USA",,
3946,"26420 MAPLE VALLEY-BLACK DIAMON RD, L102, MAPLE VALLEY, WA 98038, USA",,
3947,"507 15TH AVE E, SEATTLE, WA 98112, USA",47.6233694,-122.312828
3948,"17001 NE 104TH ST, Redmond, WA 98052, USA",47.6920965,-122.1135232
3949,"27641 144TH AVE SE, Kent, WA 98042, USA",47.3538803,-122.1516236
3950,"900 UNIVERSITY ST, SEATTLE, WA 98101, USA",47.6110465,-122.3289296
3951,"5701 6TH AVE S, SEATTLE, WA 98108, USA",47.5514889,-122.3282867
3952,"458 SW MOUNT SI BLVD, B3, NORTH BEND, WA 98045, USA",,
3953,"1414 2ND AVE, SEATTLE, WA 98101, USA",47.6088245,-122.3381541
3954,"5427 BALLARD AVE NW, SEATTLE, WA 98107, USA",47.6680496,-122.3857166
3955,"1650 E OLIVE WAY, SEATTLE, WA 98102, USA",47.6198759,-122.323832
3956,"3911 1ST AVE S, SEATTLE, WA 98134, USA",47.5676664,-122.3354883
3957,"8125 FALLS AVE SE, SNOQUALMIE, WA 98065, USA",47.5276924,-121.8239806
3958,"700 E PINE ST, Seattle, WA 98122, USA",47.6153574,-122.323178
3959,"21222 84TH AVE S, KENT, WA 98032, USA",47.411518,-122.2278524
3960,"2020 S 320TH ST, G, FEDERAL WAY, WA 98003, USA",,
3961,"1000 1ST AVE, SEATTLE, WA 98104, USA",47.6050656,-122.3361201
3962,"17100 SOUTHCENTER PKWY, Suite 128, Tukwila, WA 98188, USA",,
3963,"21237 84TH AVE S, KENT, WA 98032, USA",47.4095392,-122.2283751
3964,"4410 CALIFORNIA AVE SW, SEATTLE, WA 98116, USA",47.5643608,-122.3865232
3965,"8551 GREENWOOD AVE N, SEATTLE, WA 98103, USA",47.6923048,-122.3555406
3966,"730 Blanchard ST, SEATTLE, WA 98121, USA",47.6172377,-122.33953
3967,"16717 SE 272ND ST, 101C, COVINGTON, WA 98042, USA",,
3968,"35002 PACIFIC HWY S, A-104, FEDERAL WAY, WA 98003, USA",,
3969,"101 DENNY WAY, Seattle, WA 98109, USA",47.6185149,-122.35478
3970,"2208 QUEEN ANNE AVE N, SEATTLE, WA 98109, USA",47.6387102,-122.3567358
3971,"4200 E MADISON ST, SEATTLE, WA 98112, USA",47.6358827,-122.2782742
3972,"2410 S 312TH ST, FEDERAL WAY, WA 98003, USA",47.3223952,-122.3025121
3973,"1095 S 324TH ST, A, FEDERAL WAY, WA 98003, USA",,
3974,"420 8TH AVE S, SEATTLE, WA 98104, USA",47.5985046,-122.3222891
3975,"2900 78TH AVE SE, MERCER ISLAND, WA 98040, USA",47.5844008,-122.2333224
3976,"14423 AMBAUM BLVD SW, SEATTLE, WA 98166, USA",,
3977,"17801 INTERNATIONAL BLVD, CT-10, SEATAC, WA 98158, USA",,
3978,"3150 S 160th ST, SEATTLE, WA 98188, USA",,
3979,"17801 INTERNATIONAL BLVD, 01, SEATAC, WA 98158, USA",,
3980,"5000 E MARGINAL WAY S, SEATTLE, WA 98134, USA",47.5572665,-122.33857
3981,"17801 INTERNATIONAL BLVD, #3050, SEATAC, WA 98158, USA",,
3982,"17801 INTERNATIONAL BLVD, CC-02, SEATAC, WA 98158, USA",,
3983,"18230 E VALLEY HWY, #152, KENT, WA 98032, USA",47.4385839,-122.220247
3984,"12108 JUANITA DR NE, KIRKLAND, WA 98034, USA",47.7087235,-122.2371849
3985,"15120 NE 24TH ST, 18F, REDMOND, WA 98052, USA",,
3986,"298 106TH AVE NE, BELLEVUE, WA 98004, USA",47.6127667,-122.1986772
3987,"1501 E OLIVE WAY, Seattle, WA 98122, USA",47.6179198,-122.3259419
3988,"6105 ROOSEVELT WAY NE, A, SEATTLE, WA 98115, USA",47.6730696,-122.3175409
3989,"525 RAINIER AVE S, SEATTLE, WA 98144, USA",47.5976307,-122.313155
3990,"824 SW 152ND ST, BURIEN, WA 98166, USA",47.4668801,-122.3456775
3991,"11 MERCER ST, SEATTLE, WA 98109, USA",47.6244759,-122.3561344
3992,"8420 GREENWOOD AVE N, SEATTLE, WA 98103, USA",47.6900651,-122.35518
3993,"11022 NE 8TH ST, BELLEVUE, WA 98004, USA",47.6174616,-122.1932317
3994,"14801 NE 8TH ST, BELLEVUE, WA 98007, USA",47.6167193,-122.1425774
3995,"1207 S JACKSON ST, 104, Seattle, WA 98144, USA",,
3996,"3400 STONE WAY N, STE 4, SEATTLE, WA 98103, USA",,
3997,"4721 CALIFORNIA AVE SW, Seattle, WA 98116, USA",47.5604465,-122.3870061
3998,"101 W PARK ST, A, NORTH BEND, WA 98045, USA",47.4934808,-121.7875515
3999,"30402 132ND AVE SE, E, AUBURN, WA 98092, USA",,
4000,"3404 MAPLE VALLEY HWY, RENTON, WA 98058, USA",47.4749925,-122.1732382
4001,"9024 RAILROAD AVE SE, SNOQUALMIE, WA 98065, USA",47.5198643,-121.8181497
4002,"2041 7TH AVE, SEATTLE, WA 98121, USA",47.6154608,-122.3385073
4003,"1635 8TH AVE, SEATTLE, WA 98101, USA",47.6137114,-122.334167
4004,"15785 BEAR CREEK PKWY NE, REDMOND, WA 98052, USA",,
4005,"3244 139TH AVE SE, BELLEVUE, WA 98005, USA",47.584779,-122.154876
4006,"201 5th AVE N, SEATTLE, WA 98109, USA",47.6202536,-122.3478983
4007,"110 6th AVE N, SEATTLE, WA 98109, USA",47.6188102,-122.3446053
4008,"125 16TH AVE E, Seattle, WA 98112, USA",47.6189675,-122.3122285
4009,"900 160th AVE NE, 1, Bellevue, WA 98008, USA",,
4010,"2207 E MADISON ST, SEATTLE, WA 98112, USA",47.6181372,-122.3038632
4011,"2800 SOUTHCENTER MALL, FC13, TUKWILA, WA 98188, USA",,
4012,"13520 100TH AVE NE, KIRKLAND, WA 98034, USA",47.7219321,-122.2075014
4013,"3900 FACTORIA BLVD SE, #C, BELLEVUE, WA 98006, USA",,
4014,"23 LAKE BELLEVUE DR, BELLEVUE, WA 98005, USA",47.6191044,-122.1818447
4015,"4600 150TH AVE NE, REDMOND, WA 98052, USA",47.651235,-122.1392071
4016,"1001 FAIRVIEW AVE N, #1800, SEATTLE, WA 98109, USA",,
4017,"2255 140TH AVE NE, D, Bellevue, WA 98005, USA",,
4018,"6421 15TH AVE NW, #A, Seattle, WA 98107, USA",47.6758131,-122.37662
4019,"6500 4TH AVE S, SEATTLE, WA 98108, USA",47.5451456,-122.3291755
4020,"458 SW MT SI BLVD, B-1C, NORTH BEND, WA 98045, USA",,
4021,"4500 NE SUNSET BLVD, Renton, WA 98059, USA",47.505394,-122.1588284
4022,"15225 1ST AVE S, BURIEN, WA 98148, USA",47.4661492,-122.3342298
4023,"15301 MAPLE VALLEY HWY, RENTON, WA 98058, USA",47.4644852,-122.1359245
4024,"1802 12TH AVE NW, #F, ISSAQUAH, WA 98027, USA",47.5502213,-122.056098
4025,"20619 MILITARY RD S, SEATTLE, WA 98198, USA",47.5303474,-122.2943737
4026,"3219 M L KING JR WAY S, Seattle, WA 98144, USA",,
4027,"17203 15TH AVE NE, SHORELINE, WA 98155, USA",47.7541588,-122.313656
4028,"306 N 125TH ST, SEATTLE, WA 98133, USA",47.7198747,-122.3549008
4029,"1706 S 320TH ST, F, FEDERAL WAY, WA 98003, USA",,
4030,"13215 SE 240TH ST, B, KENT, WA 98042, USA",,
4031,"6524 NE 181ST ST, KENMORE, WA 98028, USA",47.7596846,-122.2519745
4032,"2434 32ND AVE W, Seattle, WA 98199, USA",47.640667,-122.3981604
4033,"1001 4th AVE, 510, Seattle, WA 98154, USA",,
4034,"1421 31ST AVE S, SEATTLE, WA 98144, USA",47.5897433,-122.2926774
4035,"12505 GREENWOOD AVE N, Seattle, WA 98133, USA",47.7208614,-122.35677
4036,"4433 S GRAHAM ST, 3, SEATTLE, WA 98118, USA",,
4037,"178 SW CAMPUS DR, FEDERAL WAY, WA 98023, USA",47.2902447,-122.335688
4038,"1433 NW SAMMAMISH RD, ISSAQUAH, WA 98027, USA",47.5512414,-122.0601662
4039,"1044 OUTLET COLLECTION WAY SW, AUBURN, WA 98001, USA",,
4040,"20402 INTERNATIONAL BLVD, SEA TAC, WA 98198, USA",,
4041,"10002 AURORA AVE N, 2-24, SEATTLE, WA 98133, USA",,
4042,"950 E MADISON ST, SEATTLE, WA 98122, USA",47.6118518,-122.3197218
4043,"14747 NE 20TH ST, BELLEVUE, WA 98007, USA",47.6271304,-122.1436821
4044,"610 RAINIER AVE S, RENTON, WA 98057, USA",47.4747122,-122.2141974
4045,"24060 104TH AVE SE, KENT, WA 98030, USA",47.3853214,-122.2018282
4046,"27149 185TH AVE SE, #117, COVINGTON, WA 98042, USA",,
4047,"400 PINE ST, 3050, SEATTLE, WA 98101, USA",,
4048,"1267 N 205th ST, SHORELINE, WA 98133, USA",47.7753409,-122.3433335
4049,"12942 NE 24TH ST, BELLEVUE, WA 98005, USA",47.631935,-122.1691345
4050,"601 SW 41ST ST, RENTON, WA 98057, USA",47.44312,-122.22516
4051,"12 BOSTON ST, Seattle, WA 98109, USA",47.6385159,-122.3563471
4052,"2717 61ST AVE SW, SEATTLE, WA 98116, USA",47.5784969,-122.4111083
4053,"1118 MYRTLE AVE, ENUMCLAW, WA 98022, USA",47.203768,-121.9886258
4054,"3208 W MCGRAW ST, Seattle, WA 98199, USA",47.639709,-122.398783
4055,"301 ORAVETZ PL SE, Auburn, WA 98092, USA",47.263966,-122.2275226
4056,"36001 1ST AVE S, Federal Way, WA 98003, USA",47.2763214,-122.3360702
4057,"5997 RAINIER AVE S, SEATTLE, WA 98118, USA",47.5475943,-122.2770023
4058,"18005 NE 68TH ST, REDMOND, WA 98052, USA",47.6664353,-122.0991773
4059,"23330 MAPLE VALLEY-BLACK DIAMON RD SE, A, MAPLE VALLEY, WA 98038, USA",,
4060,"1215 THOMAS ST, Seattle, WA 98109, USA",47.6206583,-122.3320703
4061,"3438 S 148TH ST, TUKWILA, WA 98168, USA",47.470972,-122.2880058
4062,"16906 116TH AVE SE, RENTON, WA 98058, USA",47.4501005,-122.1842693
4063,"14606 35TH AVE S, Tukwila, WA 98168, USA",47.4722918,-122.2878681
4064,"3900 S HOLLY PARK DR, SEATTLE, WA 98118, USA",,
4065,"1401 E Yesler WAY, SEATTLE, WA 98122, USA",47.6011058,-122.3137516
4066,"1401 E Yesler WAY, Seattle, WA 98122, USA",47.6011058,-122.3137516
4067,"1401 E Yesler WAY, SEATTLE, WA 98101, USA",47.6011058,-122.3137516
4068,"2400 1ST AVE, SEATTLE, WA 98121, USA",47.6143664,-122.3477997
4069,"15901 W VALLEY HWY, TUKWILA, WA 98188, USA",47.4601564,-122.2461291
4070,"333 15TH ST NE, AUBURN, WA 98002, USA",47.3213858,-122.2254055
4071,"16260 MILITARY RD S, SEA TAC, WA 98188, USA",,
4072,"4303 FREMONT AVE N, SEATTLE, WA 98103, USA",47.6591419,-122.350174
4073,"3207 CALIFORNIA AVE SW, SEATTLE, WA 98116, USA",47.5753744,-122.3870924
4074,"601 108TH AVE NE, #120, BELLEVUE, WA 98004, USA",,
4075,"4235 E Madison ST, SEATTLE, WA 98112, USA",47.636046,-122.2773323
4076,"1901 WESTERN AVE, D, SEATTLE, WA 98101, USA",47.609776,-122.3432257
4077,"8406 RAILROAD AVE SE, SNOQUALMIE, WA 98065, USA",47.5249726,-121.8221164
4078,"6417 ROOSEVELT WAY NE, SEATTLE, WA 98115, USA",47.6756157,-122.3175045
4079,"2108 E DENNY WAY, SEATTLE, WA 98122, USA",47.6183983,-122.3043585
4080,"30741 3RD AVE, 133, BLACK DIAMOND, WA 98010, USA",,
4081,"3080 148TH AVE SE, Bellevue, WA 98007, USA",47.5817781,-122.139981
4082,"653-B 156TH AVE NE, BELLEVUE, WA 98007, USA",47.6313147,-122.1323625
4083,"14625 NE 20TH ST, BELLEVUE, WA 98007, USA",47.627489,-122.1449133
4084,"10457 SE 240TH ST, KENT, WA 98031, USA",47.3866261,-122.2000887
4085,"23223 PACIFIC HWY S, KENT, WA 98032, USA",47.3931976,-122.2967373
4086,"2301 NW MARKET ST, SEATTLE, WA 98107, USA",47.6685284,-122.3864174
4087,"19987 1st AVE S, 101, Normandy Park, WA 98148, USA",,
4088,"1017 S JACKSON ST, B, Seattle, WA 98104, USA",,
4089,"17155 SOUTHCENTER PKWY, TUKWILA, WA 98188, USA",47.4496352,-122.2632231
4090,"525 NW LOCUST ST, ISSAQUAH, WA 98027, USA",47.5408089,-122.0446507
4091,"14553 BOTHELL WAY NE, SHORELINE, WA 98155, USA",47.7351977,-122.2928193
4092,"18002 15TH AVE NE, SHORELINE, WA 98155, USA",47.759535,-122.3131809
4093,"13754 AURORA AVE N, #D, SEATTLE, WA 98133, USA",47.7301777,-122.3445505
4094,"1913 N 45th ST, Seattle, WA 98103, USA",47.6612815,-122.3344363
4095,"2822 Western AVE, Seattle, WA 98121, USA",47.6162004,-122.3530557
4096,"4719 CALIFORNIA AVE SW, SEATTLE, WA 98116, USA",47.560547,-122.3870188
4097,"12345 8TH AVE NE, Seattle, WA 98125, USA",47.7186337,-122.3216209
4098,"529 C ST SW, AUBURN, WA 98001, USA",47.301828,-122.2335311
4099,"2141 WEST VALLEY HWY N, AUBURN, WA 98001, USA",47.3269189,-122.2507456
4100,"15500 SIMONDS RD NE, KENMORE, WA 98028, USA",47.7414843,-122.222623
4101,"14106 JUANITA DR NE, KIRKLAND, WA 98034, USA",47.7284063,-122.2437327
4102,"6505 INGLEWOOD RD NE, KENMORE, WA 98028, USA",47.7503466,-122.2559492
4103,"24120 NE 8TH ST, SAMMAMISH, WA 98074, USA",47.6180971,-122.0179491
4104,"1819 N 135TH ST, SEATTLE, WA 98133, USA",47.7259435,-122.3378889
4105,"2050 NW MARKET ST, SEATTLE, WA 98107, USA",47.6688541,-122.3842733
4106,"25412 104TH AVE SE, Kent, WA 98030, USA",47.373729,-122.2008512
4107,"1513 BROADWAY, C, SEATTLE, WA 98122, USA",47.6145348,-122.3210094
4108,"4220 12th AVE NE, MR-2, SEATTLE, WA 98105, USA",,
4109,"2501 15TH AVE W, Seattle, WA 98119, USA",47.6412423,-122.3772029
4110,"850 103RD AVE NE, 208, BELLEVUE, WA 98004, USA",,
4111,"16245 NE 24TH ST, BELLEVUE, WA 98008, USA",47.6290328,-122.1241742
4112,"11133 NE 65TH ST, Kirkland, WA 98033, USA",47.664105,-122.1912096
4113,"15015 MAIN ST, BELLEVUE, WA 98007, USA",47.6083143,-122.1425307
4114,"655 156th AVE SE, -104, BELLEVUE, WA 98007, USA",,
4115,"414 8TH AVE S, SEATTLE, WA 98104, USA",47.5987122,-122.3222932
4116,"1620 S 312TH ST, #A, FEDERAL WAY, WA 98003, USA",,
4117,"7330 164TH AVE NE, E-200, REDMOND, WA 98052, USA",,
4118,"17530 132ND AVE NE, #F, WOODINVILLE, WA 98072, USA",,
4119,"101 W NORTH BEND WAY, NORTH BEND, WA 98045, USA",47.4948726,-121.7860236
4120,"17017 SE 270TH PL, 101, COVINGTON, WA 98042, USA",,
4121,"222 1ST AVE S, KENT, WA 98032, USA",47.380278,-122.2334104
4122,"2123 N 40TH ST, Seattle, WA 98103, USA",47.6554359,-122.3328118
4123,"2316 NE 65th ST, SEATTLE, WA 98115, USA",47.6759934,-122.3019943
4124,"170 LAKE ST S, KIRKLAND, WA 98033, USA",47.6743278,-122.2058545
4125,"14605 1ST AVE S, BURIEN, WA 98168, USA",47.47197,-122.334354
4126,"9525 14TH AVE S, SEATTLE, WA 98108, USA",47.5179627,-122.315547
4127,"611 BROADWAY E, SEATTLE, WA 98102, USA",47.6246337,-122.3211449
4128,"421 CENTRAL AVE S, KENT, WA 98032, USA",47.3780128,-122.2311465
4129,"13622 NE 20TH ST, D, BELLEVUE, WA 98005, USA",,
4130,"12501 BEL RED RD, BELLEVUE, WA 98005, USA",47.6198127,-122.1727882
4131,"3355 146TH PL SE, 110, BELLEVUE, WA 98007, USA",,
4132,"15600 NE 8TH ST, #PM1-, Bellevue, WA 98008, USA",,
4133,"5437 ISLAND CREST WAY, Mercer Island, WA 98040, USA",47.5540695,-122.2228917
4134,"17705 VASHON HWY SW, VASHON ISLAND, WA 98070, USA",,
4135,"4869 RAINIER AVE S, Seattle, WA 98118, USA",47.5581234,-122.2854077
4136,"3033 78TH AVE SE, MERCER ISLAND, WA 98040, USA",47.5825696,-122.2346907
4137,"7447 84TH AVE SE, MERCER ISLAND, WA 98040, USA",47.5368179,-122.2285665
4138,"1580 NW GILMAN BLVD, Issaquah, WA 98027, USA",47.5467363,-122.0611967
